fclty_id|fclty_nm|area_addr|city_do_cd|ctprvn_nm|signgu_cd|signgu_nm|adstrd_cd|adstrd_nm|la|lo
AC145|울릉한마음회관|경상북도 울릉군 울릉읍 울릉순환로286|37|경상북도|37430|울릉군|3743011|울릉읍|37.490542|130.90469199999998
AC146|울진문화예술회관|경상북도 울진군 후포삼율로 194-14|37|경상북도|37420|울진군|3742038|후포면|36.687464|129.443754
AC147|의성문화회관|경상북도 의성군 의성읍 충효로 88|37|경상북도|37320|의성군|3732011|의성읍|36.355259999999994|128.70273500000002
AC148|청송문화예술회관|경상북도 청송군 청송읍 금월로 244-30|37|경상북도|37330|청송군|3733011|청송읍|36.429749|129.059143
AC149|칠곡군교육문화회관|경상북도 칠곡군 왜관읍 관문로1길 32|37|경상북도|37390|칠곡군|3739011|왜관읍|35.99176|128.417507
AC150|부산민주공원 공연장|부산광역시 중구 민주공원길 19|21|부산광역시|21010|중구|2101059|영주1동|35.109589|129.027916
AC151|부산문화회관|부산광역시 남구 유엔평화로76번길1|21|부산광역시|21070|남구|2107070|대연1동|35.127347|129.093837
AC130|포항시문화예술회관|경상북도 포항시 남구 희망대로 850 |37|경상북도|37011|포항시 남구|3701160|상대동|36.010524|129.36416599999998
AC152|부산시민회관|부산광역시 동구 자성로 133번길 16|21|부산광역시|21030|동구|2103071|좌천동|35.138842|129.065208
AC155|동래문화회관|부산광역시 동래구 문화로 80|21|부산광역시|21060|동래구|2106065|명륜동|35.211877|129.089929
AC156|북구문화빙상센터|부산광역시 북구 금곡대로 46번길 50|21|부산광역시|21080|북구|2108056|덕천1동|35.213435|129.00573
AC157|을숙도문화회관|부산광역시 사하구 낙동남로1233번길25|21|부산광역시|21100|사하구|2110056|하단1동|35.109697|128.944923
AC158|영도문화예술회관|부산광역시 영도구 함지로 79번길 6(동삼동)|21|부산광역시|21040|영도구|2104065|동삼1동|35.075043|129.066034
AC159|해운대문화회관|부산광역시 해운대구 양운로 97(좌동)|21|부산광역시|21090|해운대구|2109066|좌1동|35.171125|129.173955
AC160|부산광역시학생예술문화회관|부산광역시 북구 낙동북로 737-1|21|부산광역시|21080|북구|2108051|구포1동|35.198939|129.001587
AC161|울산북구문화예술회관|울산광역시 북구 산업로 1000(연암동)|26|울산광역시|26040|북구|2604056|효문동|35.581329|129.361394
AC162|울산 중구문화의전당|울산광역시 중구 종가로 405(성안동) 중구문화의전당|26|울산광역시|26010|중구|2601066|성안동|35.567541|129.321526
AC164|울주문화예술회관|울산광역시 울주군 범서읍 천상중앙길 36|26|울산광역시|26310|울주군|2631014|범서읍|35.564442|129.23206000000002
AC165|현대예술관|울산광역시 동구 명덕로 10 |26|울산광역시|26030|동구|2603058|남목1동|35.522917|129.431329
AC166|거제문화예술회관|경상남도 거제시 장승로 145|38|경상남도|38090|거제시|3809061|장승포동|34.86701|128.723656
AC167|거창군문화센터|경상남도 거창군 거창읍 수남로2181|38|경상남도|38390|거창군|3839011|거창읍|35.674028|127.910343
AC168|김해문화의전당|경상남도 김해시 김해대로 2060|38|경상남도|38070|김해시|3807054|내외동|35.243722999999996|128.86938700000002
AC169|밀양아리랑아트센터|경남 밀양시 밀양대공원로 112 밀양아리랑아트센터|38|경상남도|38080|밀양시|3808053|교동|35.504375|128.758275
AC170|성산아트홀|경상남도 창원시 의창구 중앙대로 181(용호동)|38|경상남도|38111|창원시 의창구|3811155|용지동|35.229809|128.683469
AC171|3∙15 아트센터|경상남도 창원시 마산회원구 삼호로 135(양덕동)|38|경상남도|38114|창원시 마산회원구|3811456|양덕1동|35.225799|128.57764699999998
AC172|진해구민회관|경상남도 창원시 진해구 진해대로 325(태백동)|38|경상남도|38115|창원시 진해구|3811554|여좌동|35.169548|128.659242
AC173|통영국제음악당|경상남도 통영시 큰발개1길38(도남동)|38|경상남도|38050|통영시|3805064|봉평동|34.826025|128.440071
AC175|남해문화체육센터|경상남도 남해군 남해읍 선소로 12|38|경상남도|38350|남해군|3835011|남해읍|34.845116|127.899529
AC176|사천시문화예술회관|경남 사천시 삼천포대교로 471|38|경상남도|38060|사천시|3806052|동서동|34.932382000000004|128.052211
AC177|산청문화예술회관|경상남도 산청군 금서면 친환경로2631번길 12|38|경상남도|38370|산청군|3837034|금서면|35.420094|127.87315100000001
AC178|양산문화예술회관|경상남도 양산시 중앙로 39-1(남부동)|38|경상남도|38100|양산시|3810058|중앙동|35.33358|129.036695
AC123|대덕문화전당|대구시 남구 앞산순환로 478|22|대구광역시|22040|남구|2204056|대명1동|35.831305|128.576956
AC174|경상남도문화예술회관|경상남도 진주시 강남로 215|38|경상남도|38030|진주시|3803072|천전동|35.186902|128.091902
AC185|통영시민문화회관|경남 통영시 남망공원길 29|38|경상남도|38050|통영시|3805054|무전동|34.854276|128.43296
AC203|순천문화예술회관|전라남도 순천시 삼산로 16|36|전라남도|36030|순천시|3603055|삼산동|34.970543|127.48524099999999
AC227|제주특별자치도문화예술진흥원(제주문예회관)|제주특별자치도 제주시 동광로 69(일도2동)|39|제주특별자치도|39010|제주시|3901052|일도2동|33.504407|126.53528999999999
AC19|국립중앙극장|서울특별시 중구 장충단로 59 (장충동2가 산 14-67) |11|서울특별시|11020|중구|1102057|필동|37.552932|126.99989
AC22|예술의전당|서울특별시 서초구 남부순환로 2406(서초동) |11|서울특별시|11220|서초구|1122051|서초1동|37.479426000000004|127.012901
AC24|아르코예술극장|서울특별시 종로구 대학로8길 7|11|서울특별시|11010|종로구|1101064|이화동|37.581187|127.00298799999999
AC31|인천문화예술회관|인천광역시 남동구 예술로 149|23|인천광역시|23050|남동구|2305051|구월1동|37.447718|126.700075
AC54|과천시민회관|경기도 과천시 통영로5 |31|경기도|31110|과천시|3111051|중앙동|37.428020000000004|126.98942
AC72|춘천문화예술회관|강원도 춘천시 효자상길5번길 13(효자동)|32|강원도|32010|춘천시|3201063|효자1동|37.87262|127.729323
AC77|삼척시문화예술센터|강원도 삼척시 엑스포로 45|32|강원도|32070|삼척시|3207052|성내동|37.438313|129.160417
AC83|홍천문화예술회관|강원도 홍천군 홍천읍 설악로 1792|32|강원도|32310|홍천군|3231011|홍천읍|37.688992|127.895478
AC154|금정문화회관|부산광역시 금정구 체육공원로 7 |21|부산광역시|21110|금정구|2111069|구서1동|35.245866|129.09416299999998
AC133|구미시문화예술회관|경상북도 구미시 송정대로 89|37|경상북도|37050|구미시|3705051|송정동|36.118322|128.349049
AC163|울산문화예술회관|울산광역시 남구 번영로 200(달동)|26|울산광역시|26020|남구|2602056|달동|35.542902000000005|129.327054
AC127|대구문화예술회관|대구광역시 달서구 공원순환로 201 |22|대구광역시|22070|달서구|2207075|성당동|35.844668|128.55863200000002
SA1|밀양 누루(樓樓) 미술관|경남 밀양시 하남읍 명례로 451 구. 명례초등학교|38|경상남도|38080|밀양시|3808012|하남읍|35.353988799999996|128.766001
SA10|우리미술관|인천광역시 동구 화도진로 192번길 3-11|23|인천광역시|23020|동구|2302051|만석동|37.4862284|126.6225375
SA11|소금나루 작은미술관|울산 북구 중리11길 2|26|울산광역시|26040|북구|2604059|염포동|35.526847|129.3991062
SA12|바래길 작은미술관|경남 남해군 남면 남면로1739번길 46-1|38|경상남도|38350|남해군|3835035|남면|34.7674825|127.8479007
SA13|장생포고래로131 작은미술관|울산광역시 남구 장생포고래로131|26|울산광역시|26020|남구|2602061|야음장생포동|35.501992200000004|129.3692945
SA14|서동 작은미술관|부산광역시 금정구 서동로149번길 8(서동) 서동예술창작공간 1층|21|부산광역시|21110|금정구|2111051|서1동|35.2152304|129.1035117
SA15|작은미술관 보구곶|경기도 김포시 월곶면 문수산로 373|31|경기도|31230|김포시|3123035|월곶면|37.7576187|126.5298521
SA16|아트터미널 작은미술관|강원도 정선군 고한읍 지장천로856|32|강원도|32350|정선군|3235012|고한읍|37.2197634|128.8345897
SA17|악양 작은미술관|경남 하동군 악양면 악양동로 176 악양생활문화센터|38|경상남도|38360|하동군|3836032|악양면|35.146342600000004|127.7052264
SA2|노인과 둔장바다 작은미술관|전라남도 신안군 자은면 둔장길 33-4|36|전라남도|36480|신안군|3648033|자은면|34.9137791|126.06271370000002
SA3|기억을 모으는 미술관 ART-TEA|강원도 태백시 장성1길 102-5|32|강원도|32050|태백시|3205056|장성동|37.0990398|129.00489850000002
SA4|정라항 그리go 작은미술관 4048|강원도 삼척시 정라항안길 40-48|32|강원도|32070|삼척시|3207054|정라동|37.440859499999995|129.19125590000002
SA5|정라항 그리go 작은미술관 5223|강원도 삼척시 정라항안길 52-23|32|강원도|32070|삼척시|3207054|정라동|37.440647|129.1908435
SA6|정라항 그리go 작은미술관 5219|강원도 삼척시 정라항안길 52-19|32|강원도|32070|삼척시|3207054|정라동|37.440657|129.19097309999998
SA7|정라항 그리go 작은미술관 1116|강원도 삼척시 나리골3길 11-16|32|강원도|32070|삼척시|3207054|정라동|37.4398105|129.18660549999998
SA8|BRT 작은미술관|세종특별자치시 나성동 719 BRT작은미술관|29|세종특별자치시|29010|세종특별자치시|2901062|새롬동|36.4810027|127.26127340000002
SA9|봉평콧등작은미술관|강원도 평창군 봉평면 덕거길 7-1 봉평콧등작은미술관|32|강원도|32340|평창군|3234034|봉평면|37.642715700000004|128.3950337
