no,rgs_de,area_lc,ty,genre_cl,ticket_se,dscnt_rt,pblprfr_nm,adhrnc_nm,prfplc_pd,prfplc_nm,viewng_grad_dc
616,2011-12-16,서울,공연,뮤지컬,할인티켓,50%,아기공룡 둘리,개미프로덕션,2011-12-27~2012-01-15,구로 AK아트홀,24개월 이상(24개월미만 무료입장-의료보험카드 또는 
617,2011-12-16,부산,공연,뮤지컬,할인티켓,60%,2011 아듀 NO.1  뮤지컬 그리스-부산,(주)월드쇼마켓,2011-12-31~2012-01-01,KBS부산홀,만 7세 이상 관람
618,2011-12-16,서울,공연,전통,할인티켓,75%,에스닉 팝그룹 프로젝트 樂 2집 발매기념공연 <Fast Track>,문화예술감성단체 여민,2011-12-24~2011-12-24,서울남산국악당,7세이상
619,2011-12-16,부산,공연,기타,할인티켓,50%,Jazz.. 와인에 빠지다 33rd Concert with MJ김민정,문화기획단 무대공감,2011-12-31~2011-12-31,부산시민회관 소극장,7세이상
620,2011-12-17,서울,공연,기타,무료티켓,100%,뉴트리팝스오케스트라 송년음악회,뉴트리팝스오케스트라,2011-12-20~2011-12-20,영등포 아트홀,7세이상
621,2011-12-17,서울,공연,기타,할인티켓,50%,"[제8회 아시테지 겨울축제]해외공식초청작""""할렐루야""""(덴마크 바티다 극단)",아시테지코리아,2012-01-12~2012-01-14,아르코예술극장 대극장,36개월이상
622,2011-12-17,서울,공연,아동극,할인티켓,50%,[제8회아시테지 겨울축제]구공탄 눈사람,아시테지코리아,2012-01-13~2012-01-15,대학로예술극장 대극장,36개월이상
623,2011-12-17,서울,공연,아동극,할인티켓,50%,"[제8회아시테지 겨울축제]해외공식초청작""""새친구가 이사왔어요""""(이스라엘 모파극단)",아시테지코리아,2012-01-10~2012-01-12,대학로예술극장 대극장,36개월이상
624,2011-12-17,서울,공연,아동극,할인티켓,50%,[제8회 아시테지 겨울축제]버드나무타고 올라간 용궁,아시테지코리아,2012-01-10~2012-01-12,설치극장 정미소,36개월이상
625,2011-12-17,서울,공연,아동극,할인티켓,50%,[제8회 아시테지 겨울축제]빨간모자,아시테지코리아,2012-01-13~2012-01-15,설치극장 정미소,36개월이상
626,2011-12-17,서울,공연,클래식,할인티켓,50%,코리안심포니  제178회 정기연주회,(재)코리안심포니오케스트라,2012-01-19~2012-01-19,예술의전당 콘서트홀,초등학생이상 관람가
627,2011-12-17,서울,공연,클래식,할인티켓,50%,전유성의 얌모 얌모 가족 콘서트,개미프로덕션,2011-12-27~2012-01-21,전쟁기념관 문화극장,24개월 이상(24개월미만 무료입장-의료보험카드 또는 
628,2011-12-17,서울,공연,기타,할인티켓,50%,[제8회 아시테지 겨울축제]세계로 떠나는 악기여행,아시테지코리아,2012-01-07~2012-01-08,아르코예술극장 대극장,36개월이상
629,2011-12-17,서울,공연,기타,할인티켓,50%,"[제8회아시테지 겨울축제]해외공식초청작""""우당퉁탕 전주곡'(덴마크 바티다 극단)",아시테지코리아,2012-01-09~2012-01-11,아르코예술극장 대극장,36개월이상
630,2011-12-20,서울,공연,뮤지컬,무료티켓,100%,Sachoom(사랑하면 춤을춰라)(객석나눔),(주)두비컴뮤니케이션,2012-01-07~2014-05-31,사춤 전용관,8세이상 관람가
631,2011-12-20,서울,공연,아동극,무료티켓,100%,"[제8회 아시테지겨울축제]레지던시 """"시간상자""""(객석나눔)",아시테지코리아,2012-01-07~2012-01-09,아르코예술극장 대극장,36개월이상
632,2011-12-20,부산,공연,클래식,무료티켓,100%,2011 을숙도문화회관 송년음악회,을숙도문화회관,2011-12-30~2011-12-30,을숙도문화회관 대공연장,8세 이상 관람가
633,2011-12-20,부산,공연,연극,할인티켓,60%,러브액츄얼리,동그라미 그리기,2012-01-10~2012-01-31,부산 SM아트홀 2관(구 사랑과 혁명 소극장),만 8세 이상 (초등학생은 보호자와 동반)
634,2011-12-20,부산,공연,연극,할인티켓,60%,[부산]잇츠유,동그라미 그리기,2012-01-03~2012-01-31,부산SM아트홀 1관(구 두드림 소극장),만 8세 이상 (초등학생은 보호자와 동반)
635,2011-12-20,서울,공연,아동극,할인티켓,50%,뮤지컬 구름빵_주크박스프라잉어드벤처,(주)뮤지컬구름빵/극장 용,2012-01-07~2012-02-05,국립중앙박물관 극장 용,20개월이상 관람가
636,2011-12-21,서울,공연,뮤지컬,할인티켓,50%,아빠!사랑해요_Guess How Much I Love You,원더스페이스,2012-01-06~2012-02-26,동양아트홀 (3호선 신사역 2번 출구),24개월 이상
637,2011-12-21,서울,공연,콘서트,할인티켓,60%,시낭송콘서트,(주)창조프로덕션,2012-01-11~2012-02-01,창조아트센터 1관,24개월 이상
638,2011-12-22,서울,공연,클래식,무료티켓,100%,전유성의 폭소클래식 얌모얌모 콘서트(객석나눔),가온컬쳐,2012-01-07~2012-01-14,윤당아트홀,24개월 이상
639,2011-12-22,서울,공연,클래식,할인티켓,65%,전유성의 폭소클래식 얌모얌모 콘서트,가온컬쳐,2012-01-07~2012-02-26,윤당아트홀,24개월 이상
640,2011-12-23,부산,공연,뮤지컬,할인티켓,60%,뮤지컬<강을 건너는 여자들>부산,(주)월드쇼마켓,2012-01-06~2012-01-31,부산메트로홀,만 7세 이상 관람
641,2011-12-24,서울,공연,아동극,할인티켓,60%,행복자의 가족 뮤지컬<넌 특별하단다>,(주)연극열전,2012-01-12~2012-02-29,대학로 소리아트홀 3관,36개월이상
642,2011-12-27,서울,공연,아동극,할인티켓,50%,안재우의 복화술 쇼,가온컬쳐,2012-01-13~2012-02-26,르메이에르 씨어터(대학로),24개월 이상
643,2011-12-27,서울,공연,연극,할인티켓,66%,짜릿한 반전연애보고서-연극<스캔들>,(주) 악어컴퍼니,2012-01-14~2014-10-31,A아트홀(구.신연아트홀) ,13세이상 관람가
644,2011-12-28,부산,공연,오페라,무료티켓,100%,해설이 있는 갈라오페라 '라 트라비아타',동래구문화시설사업소,2011-12-30~2011-12-30,동래문화회관 대극장,
645,2011-12-28,서울,공연,아동극,할인티켓,50%,노리아츠,(주)아츠리퍼블릭,2012-01-10~2012-06-30,문화공간 아리(대학로),"전체관람가 (모든 관람객 티켓구매필수,공지사항참조)"
646,2011-12-28,서울,공연,전통,할인티켓,50%,까치까치 설날,(재)세종문화회관 삼청각,2012-01-23~2012-01-24,삼청각 일화당 공연장,만5세이상 관람가
647,2011-12-28,서울,공연,연극,할인티켓,70%,사막,극단 파란소금,2012-02-08~2012-02-17,대학로 극장,19세이상
648,2011-12-28,서울,공연,연극,할인티켓,50%,염쟁이 유씨-2012,한강아트컴퍼니,2012-01-03~2012-04-30,대학로 한성아트홀,만8세이상 관람가
649,2011-12-30,서울,공연,아동극,무료티켓,100%,노리아츠(객석나눔),(주)아츠리퍼블릭,2012-01-10~2012-06-30,문화공간 아리(대학로),"전체관람가 (모든 관람객 티켓구매필수,공지사항참조)"
650,2011-12-30,서울,공연,아동극,무료티켓,100%,피터팬(객석나눔),부산문화방송(주),2012-01-11~2012-01-11,유니버설 아트센터(구 리틀엔젤스예술회관),24개월이상(3세)
651,2011-12-30,서울,공연,아동극,할인티켓,50%,피터팬,부산문화방송(주),2012-01-06~2012-01-29,유니버설 아트센터(구 리틀엔젤스예술회관),24개월이상(3세)
652,2012-01-03,부산,공연,연극,할인티켓,50%,막짱연인,좋은데이솜사탕아트홀,2012-01-06~2012-04-08,좋은데이 솜사탕아트홀 (해운대관),만 12세이상 관람가
653,2012-01-04,부산,공연,연극,할인티켓,60%,죽여주는 이야기(2월)-부산,동그라미 그리기,2012-01-03~2012-02-29,부산SM아트홀 1관(구 두드림 소극장),만8세 이상(초등학생은 보호자와 동반)
654,2012-01-04,서울,공연,아동극,할인티켓,50%,신데렐라,개미프로덕션,2012-01-17~2012-02-05,구로 AK아트홀,24개월 미만 입장시 보호자 동반/ 의료보험증 제시 
655,2012-01-05,서울,공연,아동극,할인티켓,50%,애기똥풀,조이피플,2012-01-14~2012-02-25,북촌아트홀,3세이상
656,2012-01-05,서울,공연,아동극,할인티켓,50%,펀펀콘서트,조이피플,2012-01-14~2012-04-30,북촌나래홀,3세이상
657,2012-01-05,서울,공연,아동극,할인티켓,50%,꼬마오즈-오즈의 마법사,조이피플,2012-01-14~2012-01-28,북촌아트홀,3세이상
658,2012-01-06,서울,공연,연극,할인티켓,50%,옆방웬수,세익스피어 극장,2012-01-06~2012-12-31,대학로 세익스피어 극장,8세이상
659,2012-01-06,서울,공연,콘서트,할인티켓,67%,뮤직몬스터 Balla Show,(주)플레이위드어스,2012-01-18~2012-02-29,뮤직 몬스터홀,전체관람가
660,2012-01-06,경기,공연,아동극,할인티켓,50%,미녀와 야수,동방뮤지컬컴퍼니,2012-01-20~2012-01-21,이천아트홀 대공연장,24개월이상
661,2012-01-06,서울,공연,콘서트,할인티켓,60%,엠스트리트 Balla Show,(주)플레이위드어스,2012-01-14~2012-02-29,뮤직 몬스터홀,전체관람가
662,2012-01-07,서울,공연,콘서트,무료티켓,100%,뮤직몬스터 Balla Show(객석나눔),(주)플레이위드어스,2012-01-18~2012-02-29,뮤직 몬스터홀,전체관람가
663,2012-01-07,서울,공연,연극,무료티켓,100%,옆방웬수(객석나눔),세익스피어 극장,2012-01-10~2012-12-31,대학로 세익스피어 극장,8세이상
664,2012-01-07,부산,공연,콘서트,할인티켓,60%,김병만의 달인 Last 개그콘서트-부산,동그라미 그리기,2012-02-04~2012-02-04,KBS부산홀,전체관람가 /만48개월 이하는 무료입장
665,2012-01-07,부산,공연,뮤지컬,할인티켓,60%,언제는 행복하지 않은 순간이 있었나요(1월)_부산,동그라미 그리기,2012-01-08~2012-01-31,부산 SM아트홀 3관,만8세이상(초등학생은 보호자와 동반)
666,2012-01-10,서울,공연,뮤지컬,무료티켓,100%,웃음을 훔쳐라,마임공작소 판,2012-01-17~2012-01-21,원더스페이스(구.사다리아트센터)세모극장,12세미만 관람불가
667,2012-01-10,경기,공연,클래식,무료티켓,100%,성남시립교향악단 91회 정기연주회,성남시립교향악단,2012-02-09~2012-02-09,성남아트센터 콘서트홀,만7세이상
668,2012-01-10,서울,공연,연극,할인티켓,60%,고곤의 선물,명동예술극장,2012-02-23~2012-03-11,명동예술극장,중학생이상 관람가
669,2012-01-10,서울,공연,클래식,할인티켓,50%,서울바로크합주단 2012 신년음악회,(사)서울바로크합주단,2012-01-31~2012-01-31,예술의전당 콘서트홀,초등학생 이상 관람가
670,2012-01-11,서울,공연,연극,할인티켓,50%,행복,The OnS,2012-01-20~2012-03-04,대학로 아티스탄홀 ,12세이상
671,2012-01-12,서울,공연,연극,무료티켓,100%,철로(객석나눔),극단 풍경,2012-02-10~2012-02-25,대학로예술극장 소극장,만13세이상 관람가
672,2012-01-12,부산,공연,연극,무료티켓,100%,"놈,놈,놈...그리고 女(객석나눔)",극단 아센,2012-02-10~2012-02-28,부산 미리내소극장,만15세이상 관람가
673,2012-01-12,부산,공연,연극,할인티켓,50%,"놈,놈,놈...그리고 女",극단 아센,2012-02-10~2012-03-11,부산 미리내소극장,만15세이상 관람가
674,2012-01-14,서울,공연,뮤지컬,무료티켓,100%,나를 부르다(객석나눔),The OnS,2012-01-21~2012-02-27,대학로 아티스탄홀 ,8세이상
675,2012-01-14,서울,공연,뮤지컬,할인티켓,60%,나를 부르다,The OnS,2012-01-21~2012-02-27,대학로 아티스탄홀 ,8세이상 관람가
676,2012-01-20,서울,공연,클래식,무료티켓,100%,김대환 바이올린 독주회(객석나눔),(주)마스트미디어,2012-02-17~2012-02-17,예술의전당 IBK챔버홀,미취학아동 입장불가
677,2012-01-20,서울,공연,클래식,할인티켓,50%,김대환 바이올린 독주회,(주)마스트미디어,2012-02-17~2012-02-17,예술의전당 IBK챔버홀,미취학아동 입장불가
678,2012-01-20,부산,공연,연극,할인티켓,50%,모델들,좋은데이솜사탕아트홀,2012-01-20~2012-01-29,좋은데이 솜사탕아트홀 (해운대관),만12세이상 관람가
679,2012-01-20,서울,공연,연극,할인티켓,60%,사랑을 찾아서,아이씨컴퍼니,2012-02-03~2012-04-08,창조아트센터 1관,13세이상
680,2012-01-21,부산,공연,콘서트,무료티켓,100%,Jazz..와인에 빠지다 34th Concert with 소울로지(객석나눔),문화기획단 무대공감,2012-02-10~2012-02-10,해운대문화회관 해운홀(대공연장),7세이상
681,2012-01-21,서울,공연,뮤지컬,할인티켓,50%,페이스 오프,(주)에스피티컴퍼니,2012-02-07~2012-06-30,대학로 SH 아트홀,만12세이상 관람가
682,2012-01-21,서울,공연,오페라,할인티켓,50%,헨젤과 그레텔,라보체,2012-02-04~2012-02-12,세종M씨어터,36개월 이상
683,2012-01-21,부산,공연,콘서트,할인티켓,50%,Jazz..와인에 빠지다 34th Concert with 소울로지,문화기획단 무대공감,2012-02-10~2012-02-10,해운대문화회관 해운홀(대공연장),7세이상
684,2012-01-21,서울,공연,뮤지컬,할인티켓,50%,후토스,개미프로덕션,2012-01-27~2012-02-26,전쟁기념관 문화극장,24개월 미만 입장시 보호자 동반/의료보험증 제시
685,2012-01-26,서울,공연,아동극,무료티켓,100%,구름빵 영어뮤지컬(객석나눔),(주)엔에이치아트홀,2012-02-07~2012-02-09,NH아트홀,만 24개월 이상
686,2012-01-26,서울,공연,아동극,무료티켓,100%,국악체험! 뮤지컬<얼쑤! 미리내>(객석나눔),한국창극원,2012-01-28~2012-02-26,한국창극원 창덕궁 소극장,만5세이상
687,2012-01-26,서울,공연,아동극,할인티켓,60%,구름빵 영어뮤지컬,(주)엔에이치아트홀,2012-01-31~2012-02-12,NH아트홀,만 24개월 이상
688,2012-01-26,서울,공연,뮤지컬,할인티켓,50%,벌거벗은 임금님,개미프로덕션,2012-02-07~2012-02-26,구로 AK아트홀,24개월 미만 입장시 보호자 동반/의료보험증 제시
689,2012-01-27,부산,공연,연극,할인티켓,60%,바쁘다 바뻐-부산,동그라미 그리기,2012-02-14~2012-06-24,부산 SM아트홀 3관,만7세
690,2012-01-31,서울,공연,아동극,무료티켓,100%,뮤지컬 비틀깨비(객석나눔),(주)즐거움의 숲(본점),2012-02-01~2012-02-08,국립극장 KB청소년 하늘극장,24개월 미만 입장불가
691,2012-01-31,서울,공연,클래식,무료티켓,100%,김소희 귀국 피아노 독주회(객석나눔),(주)마스트미디어,2012-02-19~2012-02-19,예술의전당 IBK챔버홀,초등학생 이상 관람가
692,2012-01-31,서울,공연,클래식,할인티켓,50%,김소희 귀국 피아노 독주회,(주)마스트미디어,2012-02-19~2012-02-19,예술의전당 IBK챔버홀,초등학생 이상 관람가
693,2012-01-31,서울,공연,아동극,할인티켓,50%,뮤지컬 비틀깨비,(주)즐거움의 숲(본점),2012-02-01~2012-02-12,국립극장 KB청소년 하늘극장,24개월 미만 입장불가
1183,2012-07-23,서울,공연,연극,할인티켓,50%,로맨틱 코메디 연극 <잇츠유>,뮤디스,2012-07-11~2012-09-30,대학로 뮤디스홀,8세 이상
694,2012-01-31,부산,공연,뮤지컬,할인티켓,60%,언제는 행복하지 않은 순간이 있었나요-부산,동그라미 그리기,2012-02-14~2012-06-24,부산 SM아트홀 2관(구 사랑과 혁명 소극장),만8세이상(초등학생은 보호자와 동반)
695,2012-02-01,경기,공연,아동극,무료티켓,100%,뭉치의 음악여행-수원(객석나눔),극단 다람,2012-02-13~2012-02-26,KBS 수원아트홀,만24개월 이상 관람가
696,2012-02-01,서울,공연,아동극,할인티켓,52%,가족뮤지컬 정글북,아이씨컴퍼니,2012-02-09~2012-04-08,창조아트센터 1관,24개월 이상
697,2012-02-01,경기,공연,뮤지컬,할인티켓,50%,뭉치의 음악여행-수원,극단 다람,2012-02-13~2012-02-26,KBS 수원아트홀,만24개월 이상 관람가
698,2012-02-01,서울,공연,연극,할인티켓,50%,신 방자놀이,메인기획,2012-02-01~2012-02-19,서울문예대 대학로 극장,만14세 이상 관람가
699,2012-02-03,서울,공연,뮤지컬,무료티켓,100%,뮤지컬 비밥,주식회사 페르소나,2012-02-08~2012-02-08,정동 세실극장,36개월 이상
700,2012-02-03,서울,공연,연극,할인티켓,60%,서글퍼도 커튼콜,(재)한국공연예술센터,2012-04-06~2012-04-15,대학로예술극장 소극장,만15세 이상 관람가
701,2012-02-03,서울,공연,연극,할인티켓,50%,프라미스_내가 꿈꾸던 학교,조이피플,2012-02-16~2012-07-21,북촌아트홀,10세이상
702,2012-02-07,서울,공연,클래식,무료티켓,100%,신범수 타악기 독주회(객석나눔),(주)마스트미디어,2012-02-29~2012-02-29,예술의전당 리사이틀홀,10세 이상 관람가
703,2012-02-07,서울,공연,연극,무료티켓,100%,서글퍼도 커튼콜(객석나눔),(재)한국공연예술센터,2012-04-06~2012-04-15,대학로예술극장 소극장,만15세이상 관람가
704,2012-02-07,서울,공연,클래식,무료티켓,100%,하이든의 오라토리오 ‘천지창조’,(재)국립합창단,2012-02-24~2012-02-24,예술의전당 콘서트홀,10세 이상 관람가
705,2012-02-07,서울,공연,발레/무용,무료티켓,100%,2012 한팩 라이징스타(객석나눔),(재)한국공연예술센터,2012-03-16~2012-03-24,아르코예술극장 대극장,16~17일 : 19세이상/ 23~24일 : 13세이상
706,2012-02-07,서울,공연,연극,무료티켓,100%,Uncle Vanya_바냐아저씨(객석나눔),서강대학교,2012-02-28~2012-03-04,서강대학교 메리홀,12세이상
707,2012-02-07,서울,공연,발레/무용,할인티켓,60%,2012 한팩 라이징스타,(재)한국공연예술센터,2012-03-16~2012-03-24,아르코예술극장 대극장,16~17일 : 19세이상/ 23~24일 : 13세이상
708,2012-02-07,서울,공연,클래식,할인티켓,50%,신범수 타악기 독주회,(주)마스트미디어,2012-02-29~2012-02-29,예술의전당 리사이틀홀,10세 이상 관람가
709,2012-02-07,서울,공연,연극,할인티켓,50%,Uncle Vanya_바냐 아저씨,서강대학교,2012-02-28~2012-03-04,서강대학교 메리홀,12세이상
710,2012-02-08,대구,공연,콘서트,할인티켓,50%,어쿠스틱카페 내한공연-대구,실버트레인,2012-02-12~2012-02-12,대구문화예술회관,만7세이상
711,2012-02-08,서울,공연,뮤지컬,할인티켓,50%,룸메이트,(주)얌모예술기획,2012-02-08~2012-07-31,대학로 하모니아트홀,만15세 이상 입장 가능 
712,2012-02-08,서울,공연,연극,할인티켓,50%,철로,극단 풍경,2012-02-10~2012-02-26,대학로예술극장 소극장,13세이상 관람가
713,2012-02-08,서울,공연,연극,할인티켓,60%,사랑해,극단 노을,2012-02-15~2012-05-28,노을소극장,만 10세이상
714,2012-02-09,서울,공연,콘서트,무료티켓,100%,Today Express,(주)인터파크씨어터,2012-02-17~2012-02-19,블루스퀘어 아이마켓홀,만 7세 이상
715,2012-02-09,서울,공연,연극,무료티켓,100%,3월의 눈(객석나눔),(재)국립극단,2012-03-03~2012-03-18,백성희장민호극장,미취학아동 입장불가
716,2012-02-09,서울,공연,연극,무료티켓,100%,풍선(객석나눔),(재)국립극단,2012-03-01~2012-03-23,국립극단 소극장 판,만 15세이상 관람가
717,2012-02-09,서울,공연,연극,할인티켓,60%,봄날,명동예술극장,2012-03-16~2012-04-01,명동예술극장,8세 이상 관람가
718,2012-02-09,서울,공연,아동극,할인티켓,60%,국악체험! 뮤지컬<얼쑤! 미리내>,한국창극원,2012-02-16~2012-02-26,한국창극원 창덕궁 소극장,만5세이상
719,2012-02-09,부산,공연,연극,할인티켓,60%,[부산] 감성충전_잇츠유(3월),동그라미 그리기,2012-03-01~2012-04-08,부산SM아트홀 1관(구 두드림 소극장),만 7세 이상 (초등학생은 보호자와 동반)
720,2012-02-09,서울,공연,뮤지컬,할인티켓,50%,아기공룡 둘리,개미프로덕션,2012-02-28~2012-03-25,전쟁기념관 문화극장,24개월 미만 입장시 보호자 동반 의료보험증 제시
721,2012-02-09,서울,공연,연극,할인티켓,50%,3월의 눈,(재)국립극단,2012-03-03~2012-03-18,백성희장민호극장,미취학아동 입장불가
722,2012-02-09,서울,공연,연극,할인티켓,50%,풍선,(재)국립극단,2012-03-01~2012-03-23,국립극단 소극장 판,만 15세이상 관람가
723,2012-02-10,서울,공연,뮤지컬,할인티켓,50%,장화신은 고양이,개미프로덕션,2012-02-28~2012-03-18,구로 AK아트홀,24개월 미만 입장시 보호자 동반 의료보험증 제시
724,2012-02-10,서울,공연,연극,할인티켓,50%,연애지침서 연극 옥탑방고양이-강남,(주) 악어컴퍼니,2012-03-03~2013-02-03,동양아트홀 (3호선 신사역 2번 출구),만 13세 이상 관람가
725,2012-02-13,서울,공연,연극,무료티켓,100%,"박완서, 배우가 다시 읽다(객석나눔)",극단 이루,2012-02-28~2012-04-27,대학로 선돌극장,12세 이상
726,2012-02-13,서울,공연,연극,할인티켓,50%,"박완서, 배우가 다시 읽다",극단 이루,2012-02-28~2012-04-27,대학로 선돌극장,12세이상
727,2012-02-13,서울,공연,뮤지컬,할인티켓,50%,황금책의 비밀,조이피플,2012-03-17~2012-04-28,북촌아트홀,3세 이상
728,2012-02-13,경기,공연,아동극,할인티켓,50%,애기똥풀,조이피플,2012-03-22~2012-03-24,수원 장안구민회관 한누리아트홀,3세 이상
729,2012-02-14,경기,공연,클래식,무료티켓,100%,성남시립교향악단 92회 정기연주회(객석나눔),성남시립교향악단,2012-03-07~2012-03-07,성남아트센터 콘서트홀,만 7세 이상   
730,2012-02-15,부산,공연,콘서트,무료티켓,100%,Jazz..와인에 빠지다 35th Concert with HOT PEPPER PASTA(객석나눔),문화기획단 무대공감,2012-03-16~2012-03-16,해운대문화회관 해운홀(대공연장),7세 이상
1842,2013-03-08,서울,공연,연극,할인티켓,50%,안티고네,(재)국립극단,2013-04-15~2013-04-28,예술의전당 CJ 토월극장,14세이상 
731,2012-02-15,부산,공연,연극,할인티켓,60%,감동로맨틱연극[러브액츄얼리]:부산,동그라미 그리기,2012-03-03~2012-04-08,해운대문화회관 고운홀,만7세이상 (초등학생은 보호자와 동반
732,2012-02-15,부산,공연,콘서트,할인티켓,60%,Jazz..와인에 빠지다 35th Concert with HOT PEPPER PASTA,문화기획단 무대공감,2012-03-16~2012-03-16,해운대문화회관 해운홀(대공연장),7세 이상
733,2012-02-15,부산,공연,뮤지컬,할인티켓,60%,[부산] 우리들의 청춘 롤리폴리,(주)월드쇼마켓,2012-03-10~2012-03-11,부산시민회관 대극장,만 7세 이상 관람
734,2012-02-16,서울,공연,발레/무용,무료티켓,100%,사심없는 땐스(오픈리허설),(재)두산연강재단,2012-02-24~2012-02-24,두산 아트센터 연강홀,중/고등학생만 관람신청 가능
735,2012-02-17,경기,공연,연극,할인티켓,50%,보이체크,(재)부천문화재단,2012-02-24~2012-03-04,오정아트홀,13세이상 관람가
736,2012-02-17,부산,공연,뮤지컬,할인티켓,60%,양희은 양희경의 뮤지컬 <어디만큼 왔니>-부산,(주)월드쇼마켓,2012-02-25~2012-02-25,부산시민회관 대극장,8세이상
737,2012-02-18,경기,공연,연극,할인티켓,50%,죽여주는 이야기-수원,극단 다람,2012-03-02~2012-04-01,KBS 수원아트홀,만8세이상 관람가
738,2012-02-21,서울,공연,클래식,무료티켓,100%,"프란츠 요세프 하이든""""천지창조""""(객석나눔)",서울오라토리오,2012-03-19~2012-03-19,예술의전당 콘서트홀,초등학교 이상
739,2012-02-21,서울,공연,클래식,할인티켓,50%,"프란츠 요세프 하이든 """"천지창조""""",서울오라토리오,2012-03-19~2012-03-19,예술의전당 콘서트홀,초등학생 이상
740,2012-02-21,서울,공연,연극,할인티켓,70%,나도 아내가 있다,서울특별시서대문구도시관리공단,2012-02-24~2012-02-25,서대문문화회관 대극장,만6세이상
741,2012-02-22,서울,공연,연극,할인티켓,50%,서울테러,극단 배우세상,2012-02-22~2012-04-15,대학로 배우세상소극장,13세이상 관람
742,2012-02-22,대구,공연,뮤지컬,할인티켓,50%,[대구]코믹생쇼 노른자 동동 불량남녀,극단CT,2012-02-24~2012-03-31,문화예술전용극장CT,만 13세 이상 관람가
743,2012-02-23,대구,공연,뮤지컬,무료티켓,100%,[대구]코믹생쇼 노른자 동동 불량남녀(객석나눔),극단CT,2012-02-24~2012-03-31,문화예술전용극장CT,만 13세 이상 관람가
744,2012-02-23,충북,공연,뮤지컬,할인티켓,50%,[청주]뮤지컬 롤리폴리,신컴퍼니,2012-03-24~2012-03-25,청주 예술의전당 대공연장,만6세이상
745,2012-02-23,서울,공연,연극,할인티켓,50%,죄와 벌,극단 피악,2012-03-27~2012-04-01,대학로예술극장 대극장,만 13세이상
746,2012-02-23,서울,공연,뮤지컬,할인티켓,60%,미소 3월,(재)정동극장,2012-03-01~2012-03-31,NH아트홀,48개월이상
747,2012-02-23,충북,공연,기타,할인티켓,50%,[청주]세계로 떠나는 악기여행,소명기획,2012-03-29~2012-03-31,청주 예술의전당 소공연장,전체관람가
748,2012-02-24,부산,공연,클래식,무료티켓,100%,[부산]을숙도명품콘서트,을숙도문화회관,2012-03-15~2012-03-15,을숙도문화회관 대공연장,8세이상 관람가
749,2012-02-24,서울,공연,클래식,무료티켓,100%,김혜용 비올라독주회(객석나눔),(주)마스트미디어,2012-03-12~2012-03-12,세종문화회관 세종체임버홀,미취학아동 입장불가
750,2012-02-24,서울,공연,클래식,무료티켓,100%,"로랑코르샤 화이트데이콘서트""""Romance ＆ Cinema""""(객석나눔)",서울예술기획(주),2012-03-13~2012-03-13,예술의전당 콘서트홀,미취학아동입장불가
751,2012-02-24,서울,공연,연극,무료티켓,100%,죄와 벌(객석나눔),극단 피악,2012-03-27~2012-03-28,대학로예술극장 대극장,만 13세이상
752,2012-02-24,충북,공연,아동극,할인티켓,50%,[청주]뮤지컬 춤추는 빨간구두,소명기획,2012-04-03~2012-04-07,하이닉스문화센터,전체관람가
753,2012-02-24,충북,공연,뮤지컬,할인티켓,50%,[청주]창작뮤지컬 미라클,소명기획,2012-04-12~2012-05-13,씨어터제이,8세이상 관람가
754,2012-02-24,충북,공연,뮤지컬,할인티켓,50%,[청주]로맨틱연극 키스할까요?,소명기획,2012-05-17~2012-06-17,씨어터제이,14세이상 관람가
755,2012-02-24,서울,공연,클래식,할인티켓,50%,김혜용 비올라 독주회,(주)마스트미디어,2012-03-12~2012-03-12,세종문화회관 세종체임버홀,미취학아동 입장불가
756,2012-02-24,서울,공연,클래식,할인티켓,50%,"로랑코르샤 화이트데이콘서트""""Romance ＆ Cinema""""",서울예술기획(주),2012-03-13~2012-03-13,예술의전당 콘서트홀,미취학아동입장불가
757,2012-02-25,부산,공연,연극,무료티켓,100%,[부산] 감성충전_잇츠유(객석나눔),동그라미 그리기,2012-03-01~2012-03-08,부산SM아트홀 1관(구 두드림 소극장),만7세이상(초등학생은 보호자와 동반)
758,2012-02-25,서울,공연,연극,할인티켓,60%,수상한 환자들 제1탄_딱한번만이,피카소 소극장,2012-02-25~2012-07-31,대학로 피카소 소극장,만12세이상
759,2012-02-28,서울,공연,클래식,무료티켓,100%,제12회 인씨엠 필하모닉오케스트라 정기연주회(객석나눔),사단법인 인씨엠예술단,2012-03-07~2012-03-07,예술의전당 콘서트홀,미취학아동 입장불가
760,2012-02-28,서울,공연,클래식,할인티켓,50%,제12회 인씨엠 필하모닉오케스트라 정기연주회,사단법인 인씨엠예술단,2012-03-07~2012-03-07,예술의전당 콘서트홀,미취학아동 입장불가
761,2012-02-29,서울,공연,발레/무용,무료티켓,100%,잠자는 숲속의 미녀,유니버설발레단,2012-04-05~2012-04-08,세종문화회관 대극장,만7세이상(미취학아동 입장불가)
762,2012-02-29,인천,공연,퍼포먼스,무료티켓,100%,[인천]유머가 있는 퍼포먼스 KifKif Sisters(객석나눔),극단마임,2012-03-15~2012-03-26,작은극장돌체,전체관람가
763,2012-02-29,경북,공연,클래식,무료티켓,100%,[경북]2012 나도 오페라가수다 Concert(객석나눔),사단법인 인씨엠예술단,2012-03-13~2012-03-13,영남대학교 천마아트센터,미취학아동 입장불가
