no,rgs_de,area_lc,ty,genre_cl,ticket_se,dscnt_rt,pblprfr_nm,adhrnc_nm,prfplc_pd,prfplc_nm,viewng_grad_dc
1,2011-05-17,서울,공연,연극,무료티켓,100%,3월의 눈_앵콜공연(객석나눔),(재)국립극단,2011-05-20~2011-06-05,백성희장민호극장,만8세이상 관람가
2,2011-05-17,서울,공연,발레/무용,무료티켓,100%,2011 한팩 솔로이스트(객석나눔),(재)한국공연예술센터,2011-06-10~2011-06-18,아르코예술극장 대극장,만7세이상 관람가
3,2011-05-17,서울,공연,연극,무료티켓,100%,아놀드 웨스커의 키친(객석나눔),(재)국립극단,2011-05-20~2011-06-12,명동예술극장,만13세이상 관람가
4,2011-05-17,서울,공연,연극,할인티켓,60%,아놀드 웨스커의 키친,(재)국립극단,2011-05-20~2011-06-12,명동예술극장,만13세이상 관람가
5,2011-05-17,서울,공연,발레/무용,할인티켓,60%,2011 한팩 솔로이스트,(재)한국공연예술센터,2011-06-10~2011-06-18,아르코예술극장 대극장,만7세이상 관람가
6,2011-05-17,서울,공연,연극,할인티켓,60%,3월의 눈_앵콜공연,(재)국립극단,2011-05-20~2011-06-05,백성희장민호극장,만8세이상 관람가
7,2011-05-18,서울,공연,연극,무료티켓,100%,"여기, 사람이 있다(객석나눔)",드림플레이,2011-05-24~2011-05-27,대학로 연우 소극장,14세이상 관람가
8,2011-05-18,서울,공연,뮤지컬,무료티켓,100%,뮤지컬 나를부르다(객석나눔),The OnS,2011-05-20~2011-05-29,르메이에르 씨어터(대학로),8세 이상
9,2011-05-18,서울,공연,연극,무료티켓,100%,서양식당 마이웨이(객석나눔),극단 신낭만스테이션84,2011-05-24~2011-06-05,대학로 선돌극장,만 8세이상
10,2011-05-18,서울,공연,국악,무료티켓,100%,국악콘서트 다담,국립국악원,2011-05-25~2011-10-26,국립국악원 우면당,취학 아동 이상 관람가
11,2011-05-18,서울,공연,연극,무료티켓,100%,연극 보고싶습니다(객석나눔),The OnS,2011-05-20~2011-08-28,바다씨어터,12세 이상
12,2011-05-18,서울,공연,연극,할인티켓,60%,"여기, 사람이 있다",드림플레이,2011-05-24~2011-06-03,대학로 연우 소극장,14세이상 관람가
13,2011-05-18,서울,공연,연극,할인티켓,60%,연극 보고싶습니다,The OnS,2011-05-20~2011-08-28,바다씨어터,12세 이상
14,2011-05-18,서울,공연,연극,할인티켓,60%,연극 프렌즈,벚꽃나무,2011-05-20~2011-10-31,극장 아시조,10세 이상
15,2011-05-18,서울,공연,연극,할인티켓,60%,연극 대디,벚꽃나무,2011-06-27~2012-01-31,극장 아시조,만 10세이상
16,2011-05-18,서울,공연,연극,할인티켓,60%,예술하는 습관,명동예술극장,2011-06-22~2011-07-10,명동예술극장,15세이상 관람가
17,2011-05-18,서울,공연,뮤지컬,할인티켓,60%,뮤지컬 나를부르다,The OnS,2011-05-20~2011-05-29,르메이에르 씨어터(대학로),8세 이상
18,2011-05-18,서울,공연,연극,할인티켓,60%,드라마 만들기,구(주)애드벤치소리아트홀,2011-05-20~2012-02-26,대학로 소리아트홀 3관,8세이상 관람가
19,2011-05-18,서울,공연,연극,할인티켓,60%,코믹쇼 로미오&줄리엣 시즌2,구(주)애드벤치소리아트홀,2011-05-20~2012-06-30,대학로 소리아트홀 1관,8세이상 관람가
20,2011-05-18,부산,공연,뮤지컬,할인티켓,60%,언제는 행복하지 않은 순간이 있었나요,동그라미 그리기,2011-08-30~2011-10-03,부산 SM아트홀 2관(구 사랑과 혁명 소극장),7세 이상 관람가
21,2011-05-18,서울,공연,연극,할인티켓,60%,대학로 코믹 감동 폭소 연극 배고파4,극단 불꽃,2011-05-20~2012-09-30,대학로 마당세실,12세이상
22,2011-05-18,서울,공연,아동극,할인티켓,60%,떼이루 떼이루 따,숙명한국음악원,2011-06-01~2011-06-05,성동문화회관 소월아트홀,4세이상 관람가
23,2011-05-18,부산,공연,연극,할인티켓,60%,공포호러연극 두 여자,동그라미 그리기,2011-06-01~2011-08-28,부산SM아트홀 1관(구 두드림 소극장),15세 이상 관람가
24,2011-05-18,서울,공연,연극,할인티켓,60%,대학로 코믹 사랑 로맨틱 연극 배고파5,극단 불꽃,2011-05-20~2012-09-30,대학로 단막극장,12세이상
25,2011-05-18,서울,공연,연극,할인티켓,60%,대학로 코믹 행복 드라마 연극 배고파6,극단 불꽃,2011-05-20~2012-09-30,대학로 배고파씨어터,12세이상
26,2011-05-18,부산,공연,연극,할인티켓,60%,신의 아그네스,(주)월드쇼마켓,2011-05-27~2011-07-31,AN아트홀.Red,12세 이상 관람
27,2011-05-18,서울,공연,연극,할인티켓,60%,서양식당 마이웨이,극단 신낭만스테이션84,2011-05-24~2011-06-05,대학로 선돌극장,만 8세이상
28,2011-05-18,서울,공연,연극,할인티켓,60%,완득이 10차,극단 김동수컴퍼니,2011-05-20~2011-06-26,대학로 김동수플레이하우스 ,전연령층
29,2011-05-18,서울,공연,연극,할인티켓,60%,연극 룸넘버13,휴먼컴퍼니,2011-05-20~2012-02-29,대학로 극장 <가자>,만 12세 이상 관람가
30,2011-05-19,서울,공연,아동극,무료티켓,100%,떼이루 떼이루 따(객석나눔),숙명한국음악원,2011-06-01~2011-06-05,성동문화회관 소월아트홀,4세이상 관람가
31,2011-05-19,서울,공연,연극,무료티켓,100%,두 여자(객석나눔),공연예술집단 노는이,2011-05-20~2011-08-28,라이프 씨어터,15세 이상
32,2011-05-19,서울,공연,전통,무료티켓,100%,미롱(객석나눔),서울남산국악당,2011-07-01~2011-07-08,서울남산국악당,만7세이상 관람가
33,2011-05-19,서울,공연,전통,무료티켓,100%,김덕수의 전통연희상설공연 <판>(객석나눔),(사)사물놀이한울림,2011-05-20~2011-06-30,광화문아트홀,5세 이상
34,2011-05-19,서울,공연,연극,할인티켓,60%,두 여자,공연예술집단 노는이,2011-05-20~2011-08-28,라이프 씨어터,15세 이상
35,2011-05-19,서울,공연,전통,할인티켓,50%,김덕수의 전통연희상설공연 <판>,(사)사물놀이한울림,2011-05-20~2011-06-30,광화문아트홀,5세 이상
36,2011-05-19,서울,공연,아동극,할인티켓,60%,가족마술극 매직도깨비,(주) 코미디 캠프,2011-05-20~2011-08-28,A아트홀(구.신연아트홀) ,24개월 이상
37,2011-05-19,서울,공연,연극,할인티켓,60%,키사라기 미키짱,클립서비스(주),2011-06-09~2011-08-07,컬쳐스페이스 엔유,12세 이상
38,2011-05-19,부산,공연,연극,할인티켓,60%,연극 묻지마 육남매,미니티켓,2011-05-27~2011-06-30,에저또소극장,8세 이상 관람
39,2011-05-20,서울,공연,클래식,무료티켓,100%,칸타타 '라자로의 노래',(재)국립합창단,2011-06-14~2011-06-14,예술의전당 콘서트홀,초등학생 이상
40,2011-05-20,서울,공연,연극,할인티켓,60%,오월엔 결혼할꺼야,(주)연극열전,2011-05-24~2011-06-06,동숭아트센터 소극장,13세이상
41,2011-05-22,서울,공연,뮤지컬,할인티켓,60%,미소,(재)정동극장,2011-05-24~2013-02-24,서울 정동극장,48개월이상
42,2011-05-23,서울,공연,연극,무료티켓,100%,<훈남들의 수다>시즌2(객석나눔),나온컬쳐(주),2011-05-25~2011-08-21,대학로 나온씨어터,만13세 이상 관람가
43,2011-05-23,경기,공연,클래식,무료티켓,100%,명교향곡 시리즈2 - 환상 그리고 열정,의정부예술의전당,2011-06-02~2011-06-02,의정부예술의전당 대극장,8세 이상
44,2011-05-23,서울,공연,클래식,무료티켓,100%,코리안심포니 제173회 정기연주회,(재)코리안심포니오케스트라,2011-05-26~2011-05-26,예술의전당 콘서트홀,초등학생 이상
45,2011-05-23,서울,공연,연극,할인티켓,60%,<훈남들의 수다>시즌2,나온컬쳐(주),2011-05-25~2011-08-21,대학로 나온씨어터,만13세 이상 관람가
46,2011-05-24,경기,공연,연극,무료티켓,100%,연극 <봄날>(객석나눔),(재)고양문화재단(어울림누리),2011-06-10~2011-06-12,고양어울림누리 어울림극장,만 7세 이상
47,2011-05-24,경기,공연,연극,무료티켓,100%,연극 <아내들의 외출>(객석나눔),(재)고양문화재단(고양아람누리),2011-06-03~2011-06-12,고양아람누리 새라새극장,중학생 이상
48,2011-05-24,경기,공연,연극,할인티켓,60%,연극 <아내들의 외출>,(재)고양문화재단(고양아람누리),2011-06-03~2011-06-12,고양 아람누리 새라새극장,중학생 이상
49,2011-05-24,경기,공연,클래식,할인티켓,50%,청소년을 위한 아람누리 에듀클래식2,(재)고양문화재단(고양아람누리),2011-06-11~2011-06-11,고양아람누리 아람음악당,만7세이상(미취학아동 입장불가)
50,2011-05-24,경기,공연,연극,할인티켓,60%,연극 <봄날>,(재)고양문화재단(어울림누리),2011-06-10~2011-06-12,고양어울림누리 어울림극장,만 7세 이상
51,2011-05-25,서울,공연,연극,무료티켓,100%,"Rhythmic Theatre 맥베스, 魅惑(매혹)(객석나눔)","극단 하늘을 꿈꾸는 광대, 비천",2011-06-01~2011-06-05,구로아트밸리 예술극장,13세이상
52,2011-05-25,서울,공연,연극,할인티켓,60%,Rhythmic Theatre 맥베스: 魅惑(매혹),"극단 하늘을 꿈꾸는 광대, 비천",2011-06-01~2011-06-05,구로아트밸리 예술극장,13세이상
53,2011-05-26,서울,공연,연극,할인티켓,60%,책공연 돈도깨비,(재)마포문화재단,2011-06-01~2011-06-29,마포아트센터 갤러리맥,전체 관람가
54,2011-05-26,서울,공연,연극,할인티켓,60%,"놀보, 도깨비 만나다",(재)마포문화재단,2011-06-08~2011-06-22,마포아트센터 갤러리맥,전체 관람가
55,2011-05-26,서울,공연,연극,할인티켓,60%,묻지마 육남매,피아이지에스(Pigs),2011-05-27~2011-06-26,대학로 우리극장,8세 이상
56,2011-05-27,서울,공연,클래식,무료티켓,100%,서울시향의 희망드림콘서트,(재)서울시립교향악단,2011-06-15~2011-06-15,세종문화회관 대극장,미취학아동 관람불가
57,2011-05-27,서울,공연,아동극,할인티켓,68%,비발디사계 + 3D 알도둑 공룡 랩터,(주)창조프로덕션,2011-06-03~2011-07-31,창조아트센터 2관,24개월 이상
58,2011-05-27,서울,공연,뮤지컬,할인티켓,50%,LOVE IN NEW YORK,(주)팍스컬쳐,2011-05-27~2011-09-30,대학로 SH 아트홀,만 7세이상
59,2011-05-27,부산,공연,콘서트,할인티켓,60%,2011 먼데이키즈 전국투어콘서트_Memories Cantare,(주)월드쇼마켓,2011-07-02~2011-07-02,부산시민회관 대극장,8세이상 관람
60,2011-05-27,경남,공연,콘서트,할인티켓,60%,먼데이키즈 전국투어콘서트 ‘Memories Cantare’,(주)월드쇼마켓,2011-07-23~2011-07-23,MBC경남홀,만 7세이상
61,2011-05-27,부산,공연,콘서트,할인티켓,60%,2011 변진섭 전국투어 콘서트 ‘The Ballad',(주)월드쇼마켓,2011-07-03~2011-07-03,부산시민회관 대극장,만 7세 이상
62,2011-05-27,경남,공연,콘서트,할인티켓,60%,2011 변진섭 전국투어 콘서트 ‘The Ballad',(주)월드쇼마켓,2011-07-24~2011-07-24,MBC경남홀,만 7세 이상
63,2011-05-27,부산,공연,뮤지컬,할인티켓,60%,스테디셀러 희망뮤지컬 <연탄길>,(주)월드쇼마켓,2011-06-18~2011-06-19,부산시민회관 대극장,만 7세 이상 관람
64,2011-05-30,충남,공연,연극,무료티켓,100%,천변살롱,아산문화재단,2011-06-17~2011-06-17,아산시평생학습관 공연장,초등학생 이상관람가
65,2011-05-30,경북,공연,국악,무료티켓,100%,강은일의 해금플러스,문경시민문화회관,2011-06-24~2011-06-24,문경시민문화회관 대공연장,
66,2011-05-30,경기,공연,연극,무료티켓,100%,연극 <옥탑방 고양이>,오산문화예술회관,2011-06-18~2011-06-18,오산문화예술회관 대공연장,8세 이상
67,2011-05-30,경기,공연,연극,할인티켓,60%,베르나르다 알바의 집,(재)부천문화재단,2011-06-03~2011-06-04,오정아트홀,12세이상 관람가
68,2011-05-30,경기,공연,클래식,할인티켓,50%,엔젤악기와 함께하는 즐거운 동요세상 - 의정부,스피릿앙상블,2011-06-10~2011-06-10,의정부예술의전당 대극장,만 36개월 이상
69,2011-05-30,경기,공연,클래식,할인티켓,50%,엔젤악기와 함께하는 즐거운 동요세상,스피릿앙상블,2011-06-14~2011-06-14,고양어울림누리 어울림극장,만 36개월 이상
70,2011-05-31,부산,공연,클래식,무료티켓,100%,클래식의 진수-을숙도명품콘서트,을숙도문화회관,2011-06-02~2011-06-02,을숙도문화회관 대공연장,초등학생 이상관람가
71,2011-05-31,부산,공연,클래식,무료티켓,100%,해설이 있는 음악회-토요뮤직점프,을숙도문화회관,2011-06-18~2011-06-18,을숙도문화회관 대공연장,
72,2011-06-01,부산,공연,클래식,무료티켓,100%,숲속의 열린음악회,동래구문화시설사업소,2011-06-21~2011-06-21,동래문화회관 대극장,
73,2011-06-01,서울,공연,발레/무용,무료티켓,100%,현대판 휴머니즘 춤극 <흥부>,사단법인 나우무용단,2011-06-10~2011-06-11,국립중앙박물관 극장 용,만 8세 이상 관람가
74,2011-06-01,인천,공연,뮤지컬,할인티켓,50%,판타지 뮤지컬 <인어공주>,극단 해오름(인천),2011-07-16~2011-07-17,인천계양문화회관,전체관람가
75,2011-06-01,부산,공연,연극,할인티켓,50%,연극 초대박난동코메디 소심한가족,솜사탕아트컴퍼니(부산진구),2011-06-10~2011-08-28,좋은데이 솜사탕아트홀 ,만8세 이상 관람가
76,2011-06-02,인천,공연,뮤지컬,무료티켓,100%,기후온난화교육 어린이뮤지컬 <지구가 뜨거워요>(객석나눔),사랑극단 꼬마세상,2011-06-15~2011-06-16,학생교육문화회관 대공연장,24개월이상 관람가능
77,2011-06-02,인천,공연,뮤지컬,무료티켓,100%,판타지 뮤지컬 <인어공주>(객석나눔),극단 해오름(인천),2011-07-16~2011-07-17,인천계양문화회관,전체관람가
78,2011-06-02,서울,공연,국악,무료티켓,100%,2011 토요명품공연,국립국악원,2011-06-11~2011-06-30,국립국악원 우면당,취학아동 관람가능
79,2011-06-02,인천,공연,뮤지컬,무료티켓,100%,기후온난화교육 어린이뮤지컬 <지구가 뜨거워요>(객석나눔),사랑극단 꼬마세상,2011-06-22~2011-06-24,인천서구문화회관 대공연장,24개월이상 관람가능
80,2011-06-02,부산,공연,연극,할인티켓,50%,연극 리얼버라이어티 개그쇼 <배꼽>,솜사탕아트컴퍼니(부산진구),2011-06-03~2011-06-19,좋은데이 솜사탕아트홀 ,만8세 이상 관람가
81,2011-06-02,인천,공연,뮤지컬,할인티켓,67%,기후온난화교육 어린이뮤지컬 <지구가 뜨거워요>,사랑극단 꼬마세상,2011-06-15~2011-06-16,학생교육문화회관 대공연장,24개월이상 관람가능
82,2011-06-02,인천,공연,뮤지컬,할인티켓,67%,기후온난화교육 어린이뮤지컬 <지구가 뜨거워요>,사랑극단 꼬마세상,2011-06-22~2011-06-24,인천서구문화회관 대공연장,24개월이상 관람가능
83,2011-06-03,인천,공연,콘서트,무료티켓,100%,가족과 함께하는 타악콘서트 “유쾌한 드러머”(객석나눔),(주)엔엔터테인먼트,2011-07-22~2011-07-23,인천문화예술회관 소공연장,4세이상
84,2011-06-03,서울,공연,뮤지컬,할인티켓,50%,디보와 슈퍼밴드-마포,(주)피아트,2011-07-08~2011-07-10,마포아트센터 아트홀맥,24개월 이상
85,2011-06-03,인천,공연,콘서트,할인티켓,60%,가족과 함께하는 타악콘서트 “유쾌한 드러머”,(주)엔엔터테인먼트,2011-07-22~2011-07-23,인천문화예술회관 소공연장,4세이상
86,2011-06-07,경기,공연,클래식,무료티켓,100%,조지윈스턴 in summer,의정부예술의전당,2011-06-24~2011-06-24,의정부예술의전당 대극장,8세이상 관람
87,2011-06-07,경기,공연,클래식,무료티켓,100%,오케스트라 앙상블 가나자와 내한공연,의정부예술의전당,2011-07-23~2011-07-23,의정부예술의전당 대극장,8세이상 관람
88,2011-06-07,경기,공연,클래식,무료티켓,100%,오영실과 함께 하는 트로트보다 쉬운 재즈,의정부예술의전당,2011-08-12~2011-08-12,의정부예술의전당 대극장,8세 이상
89,2011-06-07,서울,공연,연극,할인티켓,55%,새장,휴먼컴퍼니,2011-06-16~2011-08-31,노을소극장,만10세이상
90,2011-06-07,서울,공연,국악,할인티켓,50%,자미,(재)세종문화회관 삼청각,2011-09-05~2011-12-28,삼청각 일화당 공연장,만 48개월 이상
91,2011-06-08,서울,공연,국악,무료티켓,100%,공감! 청년국악,국립국악원,2011-06-21~2011-10-21,국립국악원 우면당,취학 아동 이상
92,2011-06-08,경남,공연,뮤지컬,무료티켓,100%,뮤지컬 <아리랑 판타지>,거창군교육문화센터,2011-07-01~2011-07-01,거창군교육문화센터 공연장,초등학생 이상
93,2011-06-08,경남,공연,뮤지컬,무료티켓,100%,뮤지컬 <김종욱 찾기>,함안군 문화예술회관,2011-07-09~2011-07-23,함안문화예술회관,초등학생 이상
94,2011-06-08,경기,공연,연극,무료티켓,100%,연극 <염쟁이 유씨>,이천아트홀,2011-07-09~2011-07-09,이천아트홀 소공연장,14세 이상(중학생이상 관람가)
95,2011-06-08,서울,공연,클래식,무료티켓,100%,코리안심포니 제174회 정기연주회(객석나눔),(재)코리안심포니오케스트라,2011-06-21~2011-06-21,예술의전당 콘서트홀,초등학생 이상 관람가
96,2011-06-08,부산,공연,뮤지컬,할인티켓,60%,피크를 던져라,해운대문화회관,2011-07-21~2011-07-31,해운대문화회관,7세이상
97,2011-06-08,서울　,공연,연극,할인티켓,50%,연극 <씬짜오 몽실>,극단모시는사람들,2011-07-19~2011-09-18,소극장 모시는사람들,8세 이상관람가
98,2011-06-08,부산,공연,연극,할인티켓,60%,앵콜:: 연극 <열대야>,문화기획단 무대공감,2011-06-18~2011-08-15,용천지랄소극장(문화골목 2층),14세 이상관람
99,2011-06-08,서울,공연,클래식,할인티켓,60%,코리안심포니 제174회 정기연주회,(재)코리안심포니오케스트라,2011-06-21~2011-06-21,예술의전당 콘서트홀,초등학생 이상 관람가
100,2011-06-09,서울,공연,연극,무료티켓,100%,예술하는 습관(객석나눔),명동예술극장,2011-06-24~2011-07-08,명동예술극장,15세이상 관람가
101,2011-06-10,경기,공연,발레/무용,무료티켓,100%,가족발레 <이상한 나라의 앨리스>,용인시청 문화예술과,2011-07-15~2011-07-16,용인시 여성회관 큰어울마당,만4세 이상 관람가
102,2011-06-10,서울,공연,오페라,할인티켓,50%,국립오페라단 <지크프리트의 검>,(재)국립오페라단,2011-07-01~2011-07-10,예술의전당 오페라하우스 토월극장,48개월 이상(만 4세이상)
103,2011-06-13,부산,공연,연극,무료티켓,100%,영순아 어디가니 ,극단 아센,2011-07-01~2011-07-10,부산 미리내소극장,12세 이상
104,2011-06-13,부산,공연,클래식,무료티켓,100%,클래식의 진수 <을숙도 명품콘서트>,을숙도문화회관,2011-11-10~2011-12-08,을숙도문화회관 대공연장,초등학생이상
105,2011-06-13,부산,공연,연극,할인티켓,50%,배고파4,솜사탕아트컴퍼니(부산진구),2011-06-21~2011-08-28,좋은데이 솜사탕아트홀 ,만12세이상 관람가
106,2011-06-13,부산,공연,연극,할인티켓,50%,영순아 어디가니,극단 아센,2011-07-01~2011-07-10,부산 미리내소극장,12세 이상
107,2011-06-14,부산,공연,뮤지컬,무료티켓,100%,뮤지컬 아이러브유,을숙도문화회관,2011-07-02~2011-07-03,을숙도문화회관 대공연장,
108,2011-06-14,서울,공연,연극,무료티켓,100%,경멸에 대한 경멸,서울특별시서대문구도시관리공단,2011-06-16~2011-06-16,서대문문화회관 대극장,12세 이상 관람가
109,2011-06-14,경기,공연,연극,무료티켓,100%,엄마들의 수다,(재)하남시문화예술회관,2011-06-25~2011-06-26,하남문화예술회관 소극장 아랑홀,중학생 이상
110,2011-06-14,서울,공연,연극,할인티켓,60%,경멸에 대한 경멸,서울특별시서대문구도시관리공단,2011-06-17~2011-06-19,서대문문화회관 대극장,12세 이상 관람가
111,2011-06-14,경기,공연,연극,할인티켓,60%,엄마들의 수다,(재)하남시문화예술회관,2011-06-25~2011-06-26,하남문화예술회관 소극장 아랑홀,중학생 이상
112,2011-06-14,서울,공연,연극,할인티켓,50%,연극 삼등병,"여유,작",2011-06-23~2011-07-10,학전블루소극장,고등학생 이상 관람가
113,2011-06-14,부산,공연,뮤지컬,할인티켓,50%,콘서트 뮤지컬 [배달왔습니다],동그라미 그리기,2011-07-19~2011-10-03,부산 SM아트홀 2관(구 사랑과 혁명 소극장),만 7세이상
114,2011-06-14,부산,공연,콘서트,할인티켓,60%,개그판타지쇼-부산앵콜공연,동그라미 그리기,2011-10-15~2011-10-15,KBS부산홀,누구나(48개월이하무료입장. 증빙서류지참시)
115,2011-06-14,부산,공연,연극,할인티켓,50%,블랙코미디 [죽여주는 이야기],동그라미 그리기,2011-07-01~2011-08-28,경성대 예노소극장,만 7세이상
116,2011-06-14,부산,공연,연극,할인티켓,50%,도둑놈 다이어리,동그라미 그리기,2011-06-17~2012-01-01,부산SM아트홀 1관(구 두드림 소극장),만 7세이상
117,2011-06-15,부산,공연,클래식,무료티켓,100%,해설이 있는 음악회 - 토요뮤직점프,을숙도문화회관,2011-11-19~2011-11-19,을숙도문화회관 대공연장,
118,2011-06-15,부산,공연,클래식,무료티켓,100%,숲속의 열린음악회-동래,동래구문화시설사업소,2011-07-19~2011-12-20,동래문화회관 대극장,만 7세이상
119,2011-06-15,부산,공연,콘서트,할인티켓,50%,조지윈스턴 내한공연,동그라미 그리기,2011-07-05~2011-07-05,부산문화회관 대극장,만 7세이상
120,2011-06-15,서울,공연,전통,할인티켓,60%,미롱,서울남산국악당,2011-07-05~2011-07-15,서울남산국악당,만7세이상 관람가
121,2011-06-16,서울,공연,전통,무료티켓,100%,한국명작무대제전,공연기획Lim-AMC ,2011-07-13~2011-07-15,예술의전당 CJ 토월극장,초등학생이상 관람가
122,2011-06-16,부산,공연,연극,할인티켓,50%,연극 보잉보잉1탄,솜사탕아트컴퍼니(부산진구),2011-06-24~2011-08-21,좋은데이 솜사탕아트홀 (해운대관),만8세 이상 관람가
123,2011-06-16,서울,공연,연극,할인티켓,57%,연극 아시안스위트,조은컴퍼니,2011-06-30~2011-07-14,대학로예술극장 소극장,13세 이상 관람 가 
124,2011-06-17,서울,공연,연극,무료티켓,100%,"연극 <백년, 바람의 동료들>",(재)두산연강재단,2011-06-29~2011-06-29,두산 아트센터 Space 111,만 13세이상 관람가
125,2011-06-17,서울,공연,연극,할인티켓,60%,웃음의 대학,(주)연극열전,2011-06-24~2011-09-18,동숭아트센터 소극장,만 12세 이상
126,2011-06-17,서울,공연,연극,할인티켓,80%,"연극 <백년, 바람의 동료들>",(재)두산연강재단,2011-06-29~2011-06-29,두산 아트센터 Space 111,만 13세이상 관람가
127,2011-06-20,서울,공연,국악,무료티켓,100%,2011 토요명품공연,국립국악원,2011-07-02~2011-12-24,국립국악원 우면당,취학아동 관람가능
128,2011-06-20,부산,공연,기타,무료티켓,100%,계절을 여는 음악회,동래구문화시설사업소,2011-07-23~2011-12-09,동래문화회관 대극장,
129,2011-06-20,광주,공연,연극,무료티켓,100%,보이첵(Woyzeck),(재)광주문화재단 빛고을시민문화관,2011-07-23~2011-07-24,광주 빛고을시민문화관,13세 이상 관람가
130,2011-06-20,광주,공연,기타,무료티켓,100%,카르마(Karma),(재)광주문화재단 빛고을시민문화관,2011-07-30~2011-07-31,광주 빛고을시민문화관,8세 이상 관람가
131,2011-06-20,경남,공연,기타,무료티켓,100%,비트,함안군 문화예술회관,2011-07-23~2011-07-23,함안군 문화예술회관 대공연장,초등학생 이상
132,2011-06-21,서울,공연,뮤지컬,무료티켓,100%,어린이 뮤지컬 <쿡스토리>,나온컬쳐(주),2011-07-05~2011-08-24,대학로 나온씨어터,24개월이상
133,2011-06-21,서울,공연,뮤지컬,할인티켓,50%,어린이 뮤지컬 <쿡스토리>,나온컬쳐(주),2011-07-05~2011-08-24,대학로 나온씨어터,24개월이상 
134,2011-06-22,서울,공연,뮤지컬,무료티켓,100%,못말리는 베토벤,(주)러브아트이엔티,2011-06-23~2011-07-08,윤당아트홀 2관,전체 등급
135,2011-06-22,서울,공연,뮤지컬,무료티켓,100%,헬로~모차르트!,(주)러브아트이엔티,2011-06-25~2011-06-25,윤당아트홀 2관,전체 등급
136,2011-06-22,서울,공연,뮤지컬,무료티켓,100%,“세종대왕이 뿔났다!”,(주)러브아트이엔티,2011-06-27~2011-06-27,윤당아트홀 2관,전체관람가
137,2011-06-22,서울,공연,뮤지컬,할인티켓,50%,“세종대왕이 뿔났다!”,(주)러브아트이엔티,2011-06-27~2011-06-27,윤당아트홀 2관,전체관람가
138,2011-06-22,서울,공연,뮤지컬,할인티켓,50%,헬로~모차르트!,(주)러브아트이엔티,2011-06-25~2011-07-05,윤당아트홀 2관,전체 등급
139,2011-06-22,서울,공연,뮤지컬,할인티켓,50%,못말리는 베토벤,(주)러브아트이엔티,2011-06-23~2011-07-08,윤당아트홀 2관,전체 등급
140,2011-06-23,서울,공연,뮤지컬,무료티켓,100%,VR브레이크아웃,(주)예감,2011-06-24~2011-07-31,충정로 가야극장,5세이상 관람가
141,2011-06-23,서울,공연,기타,무료티켓,100%,국립합창단 데뷔콘서트Ⅴ,(재)국립합창단,2011-06-30~2011-06-30,예술의전당 리사이틀홀,초등학생 이상
142,2011-06-23,서울,공연,연극,할인티켓,50%,더 라인,연극집단 반,2011-07-06~2011-07-21,설치극장 정미소,8세이상
143,2011-06-23,경기,공연,뮤지컬,할인티켓,50%,뮤지컬 “오디션”,(재)부천문화재단,2011-07-15~2011-07-16,복사골문화센터 아트홀,만7세이상 관람가
144,2011-06-23,서울,공연,연극,할인티켓,60%,광수생각,극단 아준,2011-06-24~2011-08-28,A아트홀(구.신연아트홀) ,8세이상 관람가능
145,2011-06-23,부산,공연,콘서트,할인티켓,50%,Jazz 와인에빠지다,문화기획단 무대공감,2011-07-15~2011-11-11,부산시민회관 소극장,12세 이상관람
146,2011-06-23,서울,공연,콘서트,할인티켓,60%,윤효간콘서트 <피아노와 이빨>,융가엔터테인먼트,2011-07-01~2011-07-03,국립극장 달오름극장,8세이상
147,2011-06-23,서울,공연,연극,할인티켓,50%,인형인간,극단 舍廊(사랑),2011-06-25~2011-07-03,국립극장 별오름극장,15세이상관람가
148,2011-06-23,경기,공연,클래식,할인티켓,50%,우광혁교수의 세계악기여행,(재)부천문화재단,2011-08-13~2011-08-13,부천시 시민회관,만5세이상 관람가
149,2011-06-23,서울,공연,뮤지컬,할인티켓,75%,VR브레이크아웃,(주)예감,2011-06-24~2011-07-31,충정로 가야극장,5세이상 관람가
150,2011-06-23,경기,공연,클래식,할인티켓,50%,프라하 브라스 앙상블,(재)부천문화재단,2011-07-30~2011-07-30,부천시 시민회관,만7세이상 관람가
151,2011-06-24,경기,공연,클래식,무료티켓,100%,파파하이든 음악회,이천아트홀,2011-07-30~2011-07-30,이천아트홀 대공연장,8세 이상<미취학 아동 입장불가>
152,2011-06-24,서울,공연,연극,무료티켓,100%,아가사의 여행,어린이문화예술학교,2011-06-30~2011-07-01,서강대학교 메리홀,초등학교 3학년이상
153,2011-06-24,서울,공연,연극,무료티켓,100%,연극 <행복>(객석나눔),The OnS,2011-06-24~2011-11-06,대학로 예술마당 4관,12세이상
154,2011-06-24,서울,공연,연극,할인티켓,50%,연극 <행복>,The OnS,2011-06-24~2012-01-08,대학로 우리극장,12세이상
155,2011-06-24,서울,공연,연극,할인티켓,50%,완득이 - 11차 앵콜공연,극단 김동수컴퍼니,2011-07-07~2011-07-24,대학로 김동수플레이하우스 ,전연령층
156,2011-06-28,서울,공연,연극,할인티켓,60%,심야공포연극 [괴담],극단 아준,2011-07-07~2011-08-28,A아트홀(구.신연아트홀) ,15세이상 관람가능
157,2011-06-28,서울,공연,연극,할인티켓,50%,연극 <우동 한 그릇>,(재)마포문화재단,2011-07-07~2011-08-28,마포아트센터 플레이맥,만 7세이상관람가(미취학아동 관람불가)
